id,question,ex_or_im,story_section,reference_answer1,reference_answer2,generated_answer,rouge1_a1,rouge2_a1,rougeL_a1,rougeLsum_a1,rouge1_a2,rouge2_a2,rougeL_a2,rougeLsum_a2,bleu_a1,precisions_a1,brevity_penalty_a1,length_ratio_a1,translation_length_a1,reference_length_a1,bleu_a2,precisions_a2,brevity_penalty_a2,length_ratio_a2,translation_length_a2,reference_length_a2,bleurt_score_a1,bleurt_score_a2
10,how will andrew feel when he realized meer-folk lived on the island ?,implicit,"but the latter did not lose heart . he gathered drift - wood along the strand , shot sea - birds , and looked for mussels and roots . he built himself a raft of drift - timber , and fished with a pole that had also been left behind . one day , while he was at work , he happened to notice a depression or hollow in the sand , as though made by the keel of a large northland schooner , and he could plainly trace the braidings of the hawsers from the strand up to the top of the island . then he thoug",excited .,relieved .,"When andrew realized that meer-folk lived on the island, his feelings would likely be one of relief and joy. Being able to see firsthand that they were indeed living on the land gave him peace of mind, and it added to the sense of wonder and mystery about the place. He may also feel a bit surprised or even slightly embarrassed if he found out that the inhabitants were actually human beings instead of being animals or creatures from another world. However, this feeling is entirely normal and understandable given the",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01232421700693397,"[0.02040816326530612, 0.010309278350515464, 0.010416666666666666, 0.010526315789473684]",1.0,48.5,97,2,0.01232421700693397,"[0.02040816326530612, 0.010309278350515464, 0.010416666666666666, 0.010526315789473684]",1.0,48.5,97,2,-1.6448855,-1.6130655
11,why was the cottager treated differently after returning to the wedding-feast ?,implicit,"once upon a time there was a big wedding at a certain farmstead , and a certain cottager was on his way to the wedding - feast . as he chanced to cross a field , he found a milk - strainer , such as are usually made of cows ' tails , and looking just like an old brown rag . he picked it up , for he thought it could be washed , and then he would give it to his wife for a dish - rag . but when he came to the house where they were celebrating the wedding , it seemed as though no one saw him . the b",they could see him .,he was received in right friendly fashion .,"The cottager was treated differently because he was unable to receive any food or drinks, while the others who were invited to the wedding feasts were able to enjoy their meals. This behavior was considered disrespectful and inappropriate, which caused the cottager to feel upset and frustrated. He felt that he was being ignored and left out, and this caused him to become angry and resentful towards those who were supposed to be present. Therefore, he decided to leave the wedding feast without receiving any food or drink,",0.02173913043478261,0.0,0.02173913043478261,0.02173913043478261,0.042105263157894736,0.02150537634408602,0.042105263157894736,0.042105263157894736,0.013781824242771296,"[0.030927835051546393, 0.010416666666666666, 0.010526315789473684, 0.010638297872340425]",1.0,19.2,96,5,0.017611603127705655,"[0.041237113402061855, 0.020833333333333332, 0.010526315789473684, 0.010638297872340425]",1.0,12.0,96,8,-1.6859368,-1.4645959
12,why did the demon chief take the old man's wen ?,implicit,"then said one of the demon 's attendants kneeling behind the chief : "" the token he leaves with us must be the most important thing to him in his possession . i see the old man has a wen on his right cheek . now mortal men consider such a wen very fortunate . let my lord take the lump from the old man 's right cheek , and he will surely come to - morrow , if only to get that back . "" "" you are very clever , "" said the demon chief , giving his horns an approving nod . then he stretched out a hair",the demon chief wanted the old man to come again .,mortal men considered such a wen very fortunate .,"The old man had a wen on his right cheek, which was the most important thing to the demon chief in his possession. The wen was a gift given by the old man himself, and the demon chief saw this as a lucky event. By taking the wen, the demon chief believed that he would gain something valuable from the old man's presence. Therefore, when he touched the wen, it came off as easily as a ripe plum from the tree at the demon's touch.",0.14432989690721648,0.08421052631578947,0.12371134020618556,0.12371134020618556,0.04210526315789474,0.02150537634408602,0.04210526315789474,0.04210526315789474,0.03645884308141278,"[0.09473684210526316, 0.05319148936170213, 0.03225806451612903, 0.010869565217391304]",1.0,8.545454545454545,94,11,0.01798837522415741,"[0.042105263157894736, 0.02127659574468085, 0.010752688172043012, 0.010869565217391304]",1.0,10.444444444444445,94,9,-1.0463,-1.3461823
13,why did the farmer forget about the business he hoped to do with his pears ?,implicit,"when the bonze had begun to make his magic , the farmer , too , had mingled with the crowd . with neck outstretched and staring eyes he had stood there and had entirely forgotten the business he hoped to do with his pears . when the bonze had gone off he turned around to look after his cart . his pears had all disappeared . then he realized that the pears the bonze had divided had been his own . he looked more closely , and the axle of his cart had disappeared . it was plainly evident that it ha",he was interested in the bonze 's magic .,the farmer had mingled with the crowd .,"The farmer forgot about the business because the pears the bonze had divided were his own, not hers. The farmer had mixed up their pieces and thought they belonged to him instead of her. He realized this later and felt guilty for being careless.",0.11538461538461538,0.04,0.07692307692307693,0.07692307692307693,0.1568627450980392,0.08163265306122448,0.1568627450980392,0.1568627450980392,0.0354159784730227,"[0.08163265306122448, 0.041666666666666664, 0.02127659574468085, 0.021739130434782608]",1.0,5.333333333333333,48,9,0.03919422304459002,"[0.12244897959183673, 0.041666666666666664, 0.02127659574468085, 0.021739130434782608]",1.0,6.0,48,8,-1.3404616,-1.4938551
14,why did the king's wife tell the king the new queen had to be as beautiful as her ?,implicit,"there was once upon a time a king who had a wife with golden hair , and she was so beautiful that you could n't find anyone like her in the world . it happened that she fell ill , and when she felt that she must soon die , she sent for the king , and said , ' if you want to marry after my death , make no one queen unless she is just as beautiful as i am , and has just such golden hair as i have . promise me this . ' after the king had promised her this , she closed her eyes and died . for a long",she wanted to preserve her image .,so that the king would never marry .,"the king wanted to marry another woman who would look exactly like him, regardless of her looks. the king believed that a good match should not depend on physical appearance, but rather on their compatibility and suitability for each other. therefore, he ordered the messengers to look for a new bride who would be equally beautiful and have just as much gold in her hair as he does.",0.0810810810810811,0.02777777777777778,0.0810810810810811,0.0810810810810811,0.13333333333333333,0.027397260273972605,0.08,0.08,0.024197077478154895,"[0.06666666666666667, 0.02702702702702703, 0.0136986301369863, 0.013888888888888888]",1.0,10.571428571428571,74,7,0.02632054780919333,"[0.09333333333333334, 0.02702702702702703, 0.0136986301369863, 0.013888888888888888]",1.0,9.25,74,8,-1.2156554,-1.2298284
15,why did the poor widow give a piteous cry ?,implicit,"a joyful woman was the mistress of kittlerumpit when she saw it do this , for she felt that her rent was safe ; and in her relief and gratitude she would have kissed the hem of the strange lady 's green gown , if she would have allowed it , but she would not . "" no , no , "" said she , and her voice sounded harsher than ever . "" let us have no fine meanderings , but let us stick to our bargain . i have done my part , and mended the pig ; now ye must do yours , and give me what i like to ask -- yo",the old woman was a wicked fairy .,the green - clad lady was a fairy .,"The poor widow gave a piteous cry because she knew that the green-clad lady, who was a fairy, had asked for something from her that she didn't want or need. She believed that the fairy could help her achieve her goal without causing harm to herself or others. The poor widow didn't want to hurt the fairy by asking for anything, so she made a desperate effort to appease her and get the fairies' favor. However, the fairy refused to give what the poor",0.08510638297872342,0.02173913043478261,0.08510638297872342,0.08510638297872342,0.14893617021276595,0.10869565217391304,0.14893617021276595,0.14893617021276595,0.020567422881503563,"[0.06521739130434782, 0.02197802197802198, 0.011111111111111112, 0.011235955056179775]",1.0,11.375,91,8,0.028131759027950218,"[0.07608695652173914, 0.03296703296703297, 0.022222222222222223, 0.011235955056179775]",1.0,10.11111111111111,91,9,-1.2384409,-1.0823845
16,how did paul feel after he found out the truth about his brother's death ?,implicit,"alas ! alas ! scarce had he gained the hall than he fell to the ground in great pain . everyone crowded round him , and the two countesses , terrified now by what they had done , tried in vain to tear the magic vest from his body . but he felt that it was too late , the deadly poison had done its work , and , waving them aside , he turned to his brother , who , in great distress , had knelt down and taken him tenderly in his arms . "" i wronged thee , paul , "" he gasped . "" for thou hast ever bee",mad .,angry and disappointed .,"paul felt relieved that his brother was dead and that he had been right in thinking that he had hurt snorro the dwarf . he also realized that his own actions had caused the deaths of two innocent people , and that he had to pay for his crimes . as for his brother , he had vowed never to let snorro harm him again . he hoped that his brother would understand the severity of his crime and learn from it . ultimately , paul believed that he had acted wrongly , and that he had",0.0,0.0,0.0,0.0,0.021739130434782608,0.0,0.021739130434782608,0.021739130434782608,0.01232421700693397,"[0.02040816326530612, 0.010309278350515464, 0.010416666666666666, 0.010526315789473684]",1.0,48.5,97,2,0.013638988136037035,"[0.030612244897959183, 0.010309278350515464, 0.010416666666666666, 0.010526315789473684]",1.0,24.25,97,4,-1.8260683,-1.6479955
17,what will harold do after he becomes jealous of paul ?,implicit,"but that was just the very thing that happened . the lady morna , thinking no evil , accepted the countess helga 's invitation , and no sooner had the party arrived back in orkney than paul , charmed with the grace and beauty of the fair irish maiden , fell head over ears in love with her . and the lady morna , from the very first hour that she saw him , returned his love . of course this state of things could not long go on hidden , and when harold realised what had happened his anger and jealo",threaten his brother .,he will try to fight paul .,"harold will threaten paul to get away from him, and then try to kill him himself.",0.10526315789473684,0.0,0.10526315789473684,0.10526315789473684,0.36363636363636365,0.1,0.2727272727272727,0.2727272727272727,0.07535838128770536,"[0.15789473684210525, 0.05555555555555555, 0.058823529411764705, 0.0625]",1.0,4.5,18,4,0.10657284485555579,"[0.3157894736842105, 0.1111111111111111, 0.058823529411764705, 0.0625]",1.0,2.5714285714285716,18,7,-0.9634354,-0.24422139
18,why did the tai want the hook to come out ?,implicit,"the cuttlefish now came forward , and said to the king : "" what i said was right . you see the hook still sticks in the tai 's throat . i hope to be able to pull it out in the presence of the mikoto , and then we can return it to him safely ! "" "" o please make haste and pull it out ! "" cried the tai , pitifully , for he felt the pains in his throat coming on again ; "" i do so want to return the hook to the mikoto . "" "" all right , tai san , "" said his friend the cuttlefish , and then opening the",it was causing a great pain .,he felt pains in his throat coming on again .,the tai wanted the hook to come out because he felt the pain in his throat coming on again . he hoped to be able to pull the hook out in front of the mikoto and return it safely .,0.09090909090909091,0.0,0.045454545454545456,0.045454545454545456,0.3404255319148936,0.26666666666666666,0.3404255319148936,0.3404255319148936,0.035817229106400346,"[0.0975609756097561, 0.025, 0.02564102564102564, 0.02631578947368421]",1.0,5.714285714285714,40,7,0.17726777658225767,"[0.24390243902439024, 0.2, 0.15384615384615385, 0.13157894736842105]",1.0,4.0,40,10,-1.0007857,-0.37869155
19,how did the three tailors feel after they saw the bannock ?,implicit,"now , it chanced that this house belonged to a tailor , and he and his two apprentices were sitting cross - legged on the top of a big table by the window , sewing away with all their might , while the tailor 's wife was sitting beside the fire carding lint . when the wee bannock came trundling across the floor , all three tailors got such a fright that they jumped down from the table and hid behind the master tailor 's wife . "" hoot , "" she said , "" what a set of cowards ye be ! it is but a nic",frightened .,frightened .,The three tailors felt scared because they thought the little bannock was a cow that had just walked into their yard.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05538696232597745,"[0.08695652173913043, 0.045454545454545456, 0.047619047619047616, 0.05]",1.0,11.0,22,2,0.05538696232597745,"[0.08695652173913043, 0.045454545454545456, 0.047619047619047616, 0.05]",1.0,11.0,22,2,-1.3476771,-1.3476771
20,why did matte go outside in the middle of the night ?,implicit,"about midnight the fisherman sat up , and said to his wife : ' dost thou hear anything ? ' ' no , ' said she . ' i think the twirling of the weathercock on the roof bodes ill , ' said he ; ' we shall have a storm . ' ' oh , it is nothing but your fancy , ' said his wife . matte lay down , but soon rose again . ' the weathercock is squeaking now , ' said he . ' just fancy ! go to sleep , ' said his wife ; and the old man tried to . for the third time he jumped out of bed . ' ho ! how the weather ",he needed to bring in the net .,to bring in the net .,Matte went outside in the middle of the night because he was afraid of a storm.,0.26086956521739124,0.09523809523809522,0.17391304347826086,0.17391304347826086,0.19047619047619047,0.10526315789473685,0.19047619047619047,0.19047619047619047,0.10802314890908067,"[0.2777777777777778, 0.11764705882352941, 0.0625, 0.06666666666666667]",1.0,2.125,17,8,0.10216198665886358,"[0.2222222222222222, 0.11764705882352941, 0.0625, 0.06666666666666667]",1.0,2.8333333333333335,17,6,-1.4075518,-1.5222552
21,how did the widowed mistress find out the old woman's name ?,implicit,"now in this fir wood there was an old quarry hole , in the bottom of which was a bonnie spring well , the water of which was always sweet and pure . the young widow was walking near this quarry hole , when , to her astonishment , she heard the whirr of a spinning - wheel and the sound of a voice lilting a song . at first she could not think where the sound came from ; then , remembering the quarry , she laid down her child at a tree root , and crept noiselessly through the bushes on her hands an",the old woman revealed her name in a song .,the fairy sang a song with her name in it .,"The sentence does not explicitly state how the widow found out the old woman's name, but it implies that she was able to recognize her due to her familiarity with the sounds produced by the spinning wheel. The widow likely recognized the old woman's voice because of her own familiarity with the sound. Additionally, the sentence suggests that the old woman has been using the word ""guid"" or ""guid dame,"" possibly indicating that she is seeking guidance or direction. Without more information, it is impossible to determine exactly",0.101010101010101,0.041237113402061855,0.08080808080808081,0.08080808080808081,0.09999999999999999,0.0,0.07999999999999999,0.07999999999999999,0.02584663866580268,"[0.07, 0.030303030303030304, 0.02040816326530612, 0.010309278350515464]",1.0,9.9,99,10,0.0165145315434597,"[0.07, 0.010101010101010102, 0.01020408163265306, 0.010309278350515464]",1.0,9.0,99,11,-1.1065226,-1.4339484
22,what will the jelly fish do because of what the monkey has said ?,implicit,""" the doctor means to cut me open and then take my liver out ! why i shall die ! "" thought the monkey . at last a bright thought struck him , so he said quite cheerfully to the jelly fish : "" what a pity it was , mr . jelly fish , that you did not speak of this before we left the island ! "" "" if i had told why i wanted you to accompany me you would certainly have refused to come , "" answered the jelly fish . "" you are quite mistaken , "" said the monkey . "" monkeys can very well spare a liver or ",take the monkey back .,take the monkey back to the island .,the jelly fish will likely try to get rid of the monkey by taking away his liver.,0.19047619047619047,0.10526315789473684,0.19047619047619047,0.19047619047619047,0.3333333333333333,0.09090909090909091,0.25,0.25,0.09629943614188137,"[0.21052631578947367, 0.1111111111111111, 0.058823529411764705, 0.0625]",1.0,3.6,18,5,0.10657284485555579,"[0.3157894736842105, 0.1111111111111111, 0.058823529411764705, 0.0625]",1.0,2.25,18,8,-1.1370153,-1.1272103
23,what will jock do when his wife sees the bannock ?,implicit,"this time it ran up a burnside till it came to a little cottage standing among the heather . here the goodwife was making porridge for the supper in a pot over the fire , and her husband was sitting in a corner plaiting ropes of straw with which to tie up the cow . "" oh , jock ! come here , come here , "" cried the goodwife . "" you are crying for a little bannock for your supper ; come here , histie , quick , and help me to catch it . "" "" ay , ay , "" assented jock , jumping to his feet and hurryi",try to find the bannock .,help her catch it .,jock jumps to his feet and hurries across the little room to catch the bannock .,0.3,0.11111111111111112,0.3,0.3,0.10526315789473685,0.0,0.10526315789473685,0.10526315789473685,0.1513851459876605,"[0.29411764705882354, 0.1875, 0.13333333333333333, 0.07142857142857142]",1.0,2.6666666666666665,16,6,0.08513012360883544,"[0.17647058823529413, 0.0625, 0.06666666666666667, 0.07142857142857142]",1.0,3.2,16,5,-0.5387909,-1.4155418
24,why didn't the old woman want to take the pig ?,implicit,""" oh , sweet madam mistress , "" she cried , "" spare me my bairn , and take , and thou wilt , the pig instead . "" "" we have no need of bacon where i come from , "" answered the fairy coldly ; "" so give me the laddie and let me begone -- i have no time to waste in this wise . "" "" oh , dear lady mine , "" pleaded the goodwife , "" if thou wilt not have the pig , wilt thou not spare my poor bairn and take me myself ? "" the fairy stepped back a little , as if in astonishment . "" art thou mad , woman , """,she did not eat bacon .,she had no need of bacon .,the old woman was afraid of being taken away by the fairy.,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.09552040806823771,"[0.14285714285714285, 0.07692307692307693, 0.08333333333333333, 0.09090909090909091]",1.0,2.1666666666666665,13,6,0.10571070857151538,"[0.21428571428571427, 0.07692307692307693, 0.08333333333333333, 0.09090909090909091]",1.0,1.8571428571428572,13,7,-1.4993694,-1.5246735
25,why did the women offer mikoto water ?,implicit,"when the mikoto saw that he was discovered , he sprang down lightly from the tree and said : "" i am a traveler , and as i was very thirsty i came to the well in the hopes of quenching my thirst , but i could find no bucket with which to draw the water . so i climbed into the tree , much vexed , and waited for some one to come . just at that moment , while i was thirstily and impatiently waiting , you noble ladies appeared , as if in answer to my great need . therefore i pray you of your mercy gi",he was dignified and gracious .,mikoto said he was thirsty .,"The woman offered mikoto water because she felt sorry for him, and she wanted to help him.",0.0909090909090909,0.0,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0,0.0909090909090909,0.0909090909090909,0.0712695567709093,"[0.15, 0.05263157894736842, 0.05555555555555555, 0.058823529411764705]",1.0,3.1666666666666665,19,6,0.0712695567709093,"[0.15, 0.05263157894736842, 0.05555555555555555, 0.058823529411764705]",1.0,3.1666666666666665,19,6,-0.9841106,-0.9057884
26,how will the two countesses feel after harold takes the vest ?,implicit,""" for whom hast thou purchased that ? "" he asked , hoping to hear that it was intended for him . "" tis a christmas gift for thy brother paul , "" answered his mother , and she would have gone on to tell him how deadly a thing it was , had he given her time to speak . but her words fanned his fury into madness , for it seemed to him that this hated brother of his was claiming everything . "" everything is for paul ! i am sick of his very name , "" he cried . "" by my troth , he shall not have this ! ",afraid .,scared .,"The two countesses feel scared and guilty after harold takes the vest, as well as angry and bitter about having caused so much trouble. They are afraid that harold will hurt them if they do not help him. The answer is 1. fear 2. anger 3. guilty 4. upset 5. scared 6. bitter.",0.037037037037037035,0.0,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.0,0.037037037037037035,0.037037037037037035,0.02106055451080167,"[0.046875, 0.015873015873015872, 0.016129032258064516, 0.01639344262295082]",1.0,31.5,63,2,0.02106055451080167,"[0.046875, 0.015873015873015872, 0.016129032258064516, 0.01639344262295082]",1.0,31.5,63,2,-1.4085675,-1.3286754
