id,question,ex_or_im,story_section,reference_answer1,reference_answer2,generated_answer,rouge1_a1,rouge2_a1,rougeL_a1,rougeLsum_a1,rouge1_a2,rouge2_a2,rougeL_a2,rougeLsum_a2,bleu_a1,precisions_a1,brevity_penalty_a1,length_ratio_a1,translation_length_a1,reference_length_a1,bleu_a2,precisions_a2,brevity_penalty_a2,length_ratio_a2,translation_length_a2,reference_length_a2,bleurt_score_a1,bleurt_score_a2
10,how did matte feel after he saw the cow ?,implicit,"' what can that be ? ' said the old woman , as she peeped out of the door . ' it looks like a big seal , ' said matte . ' as sure as i live , it 's a cow ! ' exclaimed maie . and certainly it was a cow , a fine red cow , fat and flourishing , and looking as if it had been fed all its days on spinach . it wandered peacefully up and down the shore , and never so much as even looked at the poor little tufts of grass , as if it despised such fare . matte could not believe his eyes . but a cow she se",confused .,surprised .,"Matte felt surprised, happy, and slightly sad about seeing the cow.",0.0,0.0,0.0,0.0,0.16666666666666669,0.0,0.16666666666666669,0.16666666666666669,0.08839374326825923,"[0.13333333333333333, 0.07142857142857142, 0.07692307692307693, 0.08333333333333333]",1.0,7.0,14,2,0.09782375748961449,"[0.2, 0.07142857142857142, 0.07692307692307693, 0.08333333333333333]",1.0,7.0,14,2,-1.3795588,-1.1011258
11,how will andrew feel when he realized meer-folk lived on the island ?,implicit,"but the latter did not lose heart . he gathered drift - wood along the strand , shot sea - birds , and looked for mussels and roots . he built himself a raft of drift - timber , and fished with a pole that had also been left behind . one day , while he was at work , he happened to notice a depression or hollow in the sand , as though made by the keel of a large northland schooner , and he could plainly trace the braidings of the hawsers from the strand up to the top of the island . then he thoug",excited .,relieved .,"when he realized meer-folk lived on the island, and they were able to make it their abode and do much business with their ships, and were in no danger, he would be glad.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03259631698411773,"[0.05263157894736842, 0.02702702702702703, 0.027777777777777776, 0.02857142857142857]",1.0,18.5,37,2,0.03259631698411773,"[0.05263157894736842, 0.02702702702702703, 0.027777777777777776, 0.02857142857142857]",1.0,18.5,37,2,-1.4843854,-1.2316722
12,why did the shepherd and his wife want to catch the bannock ?,implicit,"so jock ran into the dark corner behind the chair ; but , in his hurry , he tripped and fell , and the wee bannock jumped over him and flew laughing out at the door . through the whins and up the hillside it ran , and over the top of the hill , to a shepherd 's cottage on the other side . the inmates were just sitting down to their porridge , and the goodwife was scraping the pan . "" save us and help us , "" she exclaimed , stopping with the spoon half - way to her mouth . "" there 's a wee bannoc",they wanted to eat the bannock with their porridge .,to eat it with porridge .,"the bannock came in to warm themselves at their fireside, so they wanted to catch it for them.",0.4444444444444444,0.24,0.2222222222222222,0.2222222222222222,0.1739130434782609,0.0,0.1739130434782609,0.1739130434782609,0.14528679532351443,"[0.38095238095238093, 0.2, 0.10526315789473684, 0.05555555555555555]",1.0,2.0,20,10,0.07264339766175722,"[0.19047619047619047, 0.05, 0.05263157894736842, 0.05555555555555555]",1.0,3.3333333333333335,20,6,-1.0680338,-1.4983866
13,why did the king put a gold ring on the maiden's finger ?,implicit,"the king danced again with the beautiful maiden , and thought she had never looked so beautiful . and while he was dancing , he put a gold ring on her finger without her seeing it , and he commanded that the dance should last longer than usual . when it was finished he wanted to keep her hands in his , but she broke from him , and sprang so quickly away among the people that she vanished from his sight . she ran as fast as she could to her little room under the stairs , but because she had staye",to figure out who she was .,so that he can find her later .,the king wanted to keep her hands in his .,0.13333333333333333,0.0,0.13333333333333333,0.13333333333333333,0.125,0.0,0.125,0.125,0.13950796967929133,"[0.2727272727272727, 0.1, 0.1111111111111111, 0.125]",1.0,1.4285714285714286,10,7,0.13950796967929133,"[0.2727272727272727, 0.1, 0.1111111111111111, 0.125]",1.0,1.25,10,8,-0.92682743,-0.701771
14,what did the gentleman do after he caught up with the old woman ?,implicit,"left to himself , the full horror of his coming death rushed upon the young man , and he understood that he had thrown away his sole chance of life . well , if he must , he must , he said to himself , and began to run as fast as he could after the old crone , who by this time could scarcely be seen , even in the moonlight . who would have believed a woman past ninety could walk with such speed ? it seemed more like flying ! but at length , breathless and exhausted , he reached her side , and gas",apologized to her .,"he said "" i was wrong , and will thankfully accept the offer you made me "" .","he followed her into the room where the priest lived, and asked to marry her.",0.2222222222222222,0.0,0.2222222222222222,0.2222222222222222,0.20689655172413796,0.0,0.1379310344827586,0.1379310344827586,0.10216198665886358,"[0.2222222222222222, 0.11764705882352941, 0.0625, 0.06666666666666667]",1.0,4.25,17,4,0.10660201411538016,"[0.3333333333333333, 0.11764705882352941, 0.0625, 0.06666666666666667]",0.9428731438548749,0.9444444444444444,17,18,-1.5140203,-1.0505359
15,why did the islanders fear the raven ?,implicit,"he was always accompanied on these occasions by an enormous grey - headed raven , who lived in the cave along with him , and who was his bosom friend and companion . the islanders feared this bird of ill omen as much , perhaps , as they feared its master ; for , although they went to consult snorro in all their difficulties and perplexities , and bought medicines and love - potions from him , they always looked upon him with a certain dread , feeling that there was something weird and uncanny ab",it was a bad omen .,he was a bird of ill omen .,"the raven was considered a bad omen and was feared by the islanders, especially by the young men.",0.3478260869565218,0.19047619047619047,0.3478260869565218,0.3478260869565218,0.24,0.0,0.24,0.24,0.1258220555845937,"[0.2857142857142857, 0.15, 0.10526315789473684, 0.05555555555555555]",1.0,3.3333333333333335,20,6,0.07681104116622756,"[0.23809523809523808, 0.05, 0.05263157894736842, 0.05555555555555555]",1.0,2.5,20,8,-0.50751054,-1.2491775
16,how did the gentleman anger the old woman ?,implicit,"' sir , ' she said , ' i know all that has happened to you , and how you are seeking if in any wise you can save your life . but there is none that can answer that question save only i myself , if you will promise to do all i ask . ' at her words the prisoner felt as if a load had all at once been rolled off him . ' oh , save me , and i will do anything ! ' he cried . ' it is so hard to leave the world and go out into the darkness . ' ' you will not need to do that , ' answered the old woman , '",he mentioned their age difference .,"he said "" you must be a hundred at least ! "" .",he rejected her offer to marry him.,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.125,0.0,0.125,0.125,0.17747405280050269,"[0.3333333333333333, 0.125, 0.14285714285714285, 0.16666666666666666]",1.0,1.3333333333333333,8,6,0.09499501502705178,"[0.3333333333333333, 0.125, 0.14285714285714285, 0.16666666666666666]",0.5352614285189903,0.6153846153846154,8,13,-1.2448702,-1.5680422
17,what did molo need to do to help tsui meet the slave girl ?,implicit,""" nothing easier , "" said molo . "" on the fifteenth we will take two pieces of dark silk and wrap ourselves up in them , and thus i will carry you there . yet there is a wild dog on guard at the slave girl 's court , who is strong as a tiger and watchful as a god . no one can pass by him , so he must be killed . "" when the appointed day had come , the servant said : "" there is no one else in the world who can kill this dog but myself ! "" full of joy the youth gave him meat and wine , and the old",kill the wild dog on guard at the girl 's court .,carry tsui there .,"molo needed to wrap himself up in dark silk, then go to the slave girl's court to kill the wild dog.",0.4848484848484849,0.3225806451612903,0.24242424242424246,0.24242424242424246,0.0,0.0,0.0,0.0,0.16564565321939206,"[0.3333333333333333, 0.17391304347826086, 0.13636363636363635, 0.09523809523809523]",1.0,1.9166666666666667,23,12,0.05291907393644996,"[0.08333333333333333, 0.043478260869565216, 0.045454545454545456, 0.047619047619047616]",1.0,5.75,23,4,-0.5076325,-1.7060051
18,why did the king not think about taking a second wife ?,implicit,"there was once upon a time a king who had a wife with golden hair , and she was so beautiful that you could n't find anyone like her in the world . it happened that she fell ill , and when she felt that she must soon die , she sent for the king , and said , ' if you want to marry after my death , make no one queen unless she is just as beautiful as i am , and has just such golden hair as i have . promise me this . ' after the king had promised her this , she closed her eyes and died . for a long",he was mourning his first wife .,he was grieving the queen .,The king did not think about taking a second wife because he wanted to keep his first wife's beauty intact.,0.2962962962962963,0.16000000000000003,0.2962962962962963,0.2962962962962963,0.15384615384615385,0.0,0.07692307692307693,0.07692307692307693,0.09092617426809149,"[0.2727272727272727, 0.09523809523809523, 0.05, 0.05263157894736842]",1.0,3.0,21,7,0.06429451441231726,"[0.13636363636363635, 0.047619047619047616, 0.05, 0.05263157894736842]",1.0,3.5,21,6,-1.0782721,-1.2602402
19,how did the gentleman feel after he heard a strange noise in the room ?,implicit,"one night the prince returned after a longer chase than usual , and he was so tired that he went up straight to bed . suddenly he was awakened by a strange noise in the room , and suspecting that a robber might have stolen in , he jumped out of bed , and seized his sword , which lay ready to his hand . then he perceived that the noise proceeded from the next room , which belonged to the princess , and was lighted by a burning torch . creeping softly to the door , he peeped through it , and behel",startled .,alert .,"he felt relieved because he realized that it was not a robbery, but rather a servant's mistake.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06439931429457924,"[0.1, 0.05263157894736842, 0.05555555555555555, 0.058823529411764705]",1.0,9.5,19,2,0.06439931429457924,"[0.1, 0.05263157894736842, 0.05555555555555555, 0.058823529411764705]",1.0,9.5,19,2,-1.6513977,-1.724838
20,why did ian call for the three little birds after he met the weaver ?,implicit,"' that is a pity , ' returned the young man politely , but in his heart he rejoiced , for he wished to be alone . leaving the house , he entered a grove of trees which stood behind , and took the box from his pocket . he raised the lid , and out flew the three little birds . ' good master , what shall we do for thee ? ' asked they , and he answered , ' bring me the finest horse that ever was seen , and the grandest dress , and glass shoes . ' ' they are here , master , ' said the birds , and so ","he wanted a horse , dress , and shoes .","the finest horse that ever was seen , and the grandest dress , and glass shoes .",Ian called them because he wanted to see if they could fly and play like the other birds.,0.24,0.08695652173913045,0.24,0.24,0.125,0.0,0.125,0.125,0.09629943614188137,"[0.25, 0.10526315789473684, 0.05555555555555555, 0.058823529411764705]",1.0,1.9,19,10,0.07658412276041004,"[0.2, 0.05263157894736842, 0.05555555555555555, 0.058823529411764705]",1.0,1.1176470588235294,19,17,-1.6439847,-1.4558821
21,how did the merchant feel when he came to the tavern ?,implicit,"now when the merchant had sailed on for a while , a terrible storm broke loose , a thunderstorm without an equal , and he drifted and drifted , and did not know where or whither . at last he came to a land where he had never yet been , and went up into the city . in the tavern which he entered the table was set , and at every place lay a switch , one for each guest . this seemed strange to the merchant , for he could not understand what was to be done with all the switches . yet he sat down and ",confused .,confused .,he felt confused and lost.,0.33333333333333337,0.0,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.0,0.33333333333333337,0.33333333333333337,0.24446151121745047,"[0.42857142857142855, 0.16666666666666666, 0.2, 0.25]",1.0,3.0,6,2,0.24446151121745047,"[0.42857142857142855, 0.16666666666666666, 0.2, 0.25]",1.0,3.0,6,2,-0.36619496,-0.36619496
22,why was it unwise of them to switch occupations ?,implicit,"so the matter was settled by this talk , and the two brothers each started out to try the other 's occupation , little dreaming of all that would happen . it was very unwise of them , for the happy hunter knew nothing of fishing , and the skillful fisher , who was bad tempered , knew as much about hunting .",they knew nothing of the others occupations .,"the happy hunter knew nothing of fishing , and the skillfull fisher , who was bad tempered , knew as much about hunting .","it was unwise of them to switch occupations because they did not know how to fish, which meant they could be caught in traps.",0.19354838709677416,0.0,0.12903225806451613,0.12903225806451613,0.0909090909090909,0.0,0.04545454545454545,0.04545454545454545,0.058697608930387266,"[0.18518518518518517, 0.038461538461538464, 0.04, 0.041666666666666664]",1.0,3.25,26,8,0.058697608930387266,"[0.18518518518518517, 0.038461538461538464, 0.04, 0.041666666666666664]",1.0,1.0833333333333333,26,24,-0.9824272,-0.846447
23,why did the girl's father think the girl burned herself ?,implicit,""" what is your name ? "" asked the girl from underground . "" self is my name , "" said the woman . that seemed a curious name to the girl , and she once more began to pull the fire apart . then the woman grew angry and began to scold , and built it all up again . thus they went on for a good while ; but at last , while they were in the midst of their pulling apart and building up of the fire , the woman upset the tar - barrel on the girl from underground . then the latter screamed and ran away , c",the woman told the girl her name was self .,"because she shouted "" self burned me "" .",the girl's father thought the girl had burned himself because he was afraid of punishment for her actions.,0.35714285714285715,0.07692307692307691,0.2857142857142857,0.2857142857142857,0.16,0.0,0.08,0.08,0.10475041522097171,"[0.35, 0.10526315789473684, 0.05555555555555555, 0.058823529411764705]",1.0,1.9,19,10,0.07658412276041004,"[0.2, 0.05263157894736842, 0.05555555555555555, 0.058823529411764705]",1.0,2.111111111111111,19,9,-1.4203119,-1.4436361
24,why didn't maie tell her husband she wanted a fairy cow ?,implicit,"' what would you do with a cow ? ' asked matte . ' she could not swim so far , and our boat is not large enough to bring her over here ; and even if we had her , we have nothing to feed her on . ' ' we have four alder bushes and sixteen tufts of grass , ' rejoined maie . ' yes , of course , ' laughed matte , ' and we have also three plants of garlic . garlic would be fine feeding for her . ' ' every cow likes salt herring , ' rejoined his wife . ' even prince is fond of fish . ' ' that may be , ",her husband already told her that they could n't have a cow .,she knew he would tell her they did not exist .,she was afraid that her husband would be angry because she did not want to have a fairy cow.,0.37499999999999994,0.13333333333333333,0.3125,0.3125,0.3448275862068966,0.07407407407407407,0.27586206896551724,0.27586206896551724,0.12217114537124342,"[0.38095238095238093, 0.2, 0.05263157894736842, 0.05555555555555555]",1.0,1.5384615384615385,20,13,0.09936036078831874,"[0.3333333333333333, 0.1, 0.05263157894736842, 0.05555555555555555]",1.0,1.8181818181818181,20,11,-0.8790368,-1.1386477
25,"why was the widowed mistress singing, laughing, and tossing her child in the air ?",implicit,"the widow woman almost cried aloud for joy , for now she had learned the fairy 's secret , and her child was safe . but she dare not , in case the wicked old dame heard her and threw some other spell over her . so she crept softly back to the place where she had left her child ; then , catching him up in her arms , she ran through the wood to her house , laughing , and singing , and tossing him in the air in such a state of delight that , if anyone had met her , they would have been in danger of",she found out the old woman 's name .,she had learned the fairy 's secret .,"she was singing, laughing, and tossing her child in the air because she wanted to tell the fairy that she knew his true name.",0.1875,0.0,0.1875,0.1875,0.19354838709677416,0.06896551724137931,0.19354838709677416,0.19354838709677416,0.06716472052354858,"[0.17857142857142858, 0.07407407407407407, 0.038461538461538464, 0.04]",1.0,3.0,27,9,0.06716472052354858,"[0.17857142857142858, 0.07407407407407407, 0.038461538461538464, 0.04]",1.0,3.375,27,8,-0.7865397,-0.58213484
26,why did the farmer forget about the business he hoped to do with his pears ?,implicit,"when the bonze had begun to make his magic , the farmer , too , had mingled with the crowd . with neck outstretched and staring eyes he had stood there and had entirely forgotten the business he hoped to do with his pears . when the bonze had gone off he turned around to look after his cart . his pears had all disappeared . then he realized that the pears the bonze had divided had been his own . he looked more closely , and the axle of his cart had disappeared . it was plainly evident that it ha",he was interested in the bonze 's magic .,the farmer had mingled with the crowd .,the farmer forgot because he had mixed up the pears and the axle of his cart.,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.34782608695652173,0.09523809523809522,0.34782608695652173,0.34782608695652173,0.0859076483566362,"[0.2222222222222222, 0.058823529411764705, 0.0625, 0.06666666666666667]",1.0,1.8888888888888888,17,9,0.11306082351602978,"[0.3333333333333333, 0.11764705882352941, 0.0625, 0.06666666666666667]",1.0,2.125,17,8,-1.3723279,-1.2504158
27,why did the widowed mistress lay down her child at the tree root ?,implicit,"now in this fir wood there was an old quarry hole , in the bottom of which was a bonnie spring well , the water of which was always sweet and pure . the young widow was walking near this quarry hole , when , to her astonishment , she heard the whirr of a spinning - wheel and the sound of a voice lilting a song . at first she could not think where the sound came from ; then , remembering the quarry , she laid down her child at a tree root , and crept noiselessly through the bushes on her hands an",she wanted to find where the sound came from .,to investigat the noise in the quarry .,she was afraid that the spinning wheel would hurt her child.,0.19999999999999998,0.0,0.19999999999999998,0.19999999999999998,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.1235622127262679,"[0.3076923076923077, 0.08333333333333333, 0.09090909090909091, 0.1]",1.0,1.2,12,10,0.11498759556447223,"[0.23076923076923078, 0.08333333333333333, 0.09090909090909091, 0.1]",1.0,1.5,12,8,-1.1607747,-1.3748564
28,how did countess fraukirk and countess helga feel after they received the sealed packet ?,implicit,"they opened the casement , and with a hoarse croak the creature let the packet drop on to the floor ; then it flapped its great wings and rose slowly into the air again its head turned in the direction of hoy . with fingers that trembled with excitement they broke the seals and undid the packet . it contained a piece of the most beautiful material that anyone could possibly imagine , woven in all the colours of the rainbow , and sparkling with gold and jewels . "" twill make a bonnie waistcoat , ",excited .,excitement .,they felt excited but also terrified as they realized that their package was full of treasure.,0.11764705882352941,0.0,0.11764705882352941,0.11764705882352941,0.0,0.0,0.0,0.0,0.07994607499472013,"[0.16666666666666666, 0.058823529411764705, 0.0625, 0.06666666666666667]",1.0,8.5,17,2,0.07223943354597204,"[0.1111111111111111, 0.058823529411764705, 0.0625, 0.06666666666666667]",1.0,8.5,17,2,-1.1268963,-1.1540816
29,how did matte know there was going to be a storm ?,implicit,"about midnight the fisherman sat up , and said to his wife : ' dost thou hear anything ? ' ' no , ' said she . ' i think the twirling of the weathercock on the roof bodes ill , ' said he ; ' we shall have a storm . ' ' oh , it is nothing but your fancy , ' said his wife . matte lay down , but soon rose again . ' the weathercock is squeaking now , ' said he . ' just fancy ! go to sleep , ' said his wife ; and the old man tried to . for the third time he jumped out of bed . ' ho ! how the weather ",he heard the weathercock .,the weather - cock .,matte knew that the weathercock was going to roar because it sounded like a fire inside itself.,0.19047619047619047,0.10526315789473684,0.19047619047619047,0.19047619047619047,0.1,0.0,0.1,0.1,0.09629943614188137,"[0.21052631578947367, 0.1111111111111111, 0.058823529411764705, 0.0625]",1.0,3.6,18,5,0.07535838128770536,"[0.15789473684210525, 0.05555555555555555, 0.058823529411764705, 0.0625]",1.0,3.6,18,5,-0.7816589,-1.4852197
30,how did the king feel after the gentleman did not want to marry the old woman ?,implicit,"at last the ceremony was over , and the king , signing to his newly found son to follow him , rose and went into another room . ' tell me how you knew all that , ' he said , throwing himself into a carved chair filled with crimson cushions , and the prince told of his meeting with the old woman who had brought him the jewels from his mother , and how he had sworn before a priest to marry her , though he did not want to do it , on account of the difference in their ages , and besides , he would r",unhappy .,upset by his son not wanting to keep his promise .,"the king frowned, and answered sharply.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16036590969929357,"[0.2222222222222222, 0.125, 0.14285714285714285, 0.16666666666666666]",1.0,4.0,8,2,0.11021777041988566,"[0.2222222222222222, 0.125, 0.14285714285714285, 0.16666666666666666]",0.6872892787909722,0.7272727272727273,8,11,-1.1409683,-0.9748327
31,why did the witch's ointment not work ?,implicit,"it was nearly midnight before he returned to the palace , but , instead of entering , he went down to the shore and hid behind a rock . he had scarcely done so when the girl came out of the sea , and stretched out her arms towards his window . in an instant the prince had seized her hand , and though she made a frightened struggle to reach the water - for she in her turn had had a spell laid upon her - he held her fast . ' you are my own wife , and i shall never let you go , ' he said . but the ",the rightful bride had not really been drowned in the sea .,the rightful bride was not drowned in the sea .,"the witch used the wrong type of ointment, and the right ointment was not available.",0.23076923076923075,0.0,0.15384615384615383,0.15384615384615383,0.33333333333333337,0.09090909090909091,0.25,0.25,0.09083627868206415,"[0.2777777777777778, 0.058823529411764705, 0.0625, 0.06666666666666667]",1.0,1.4166666666666667,17,12,0.11306082351602978,"[0.3333333333333333, 0.11764705882352941, 0.0625, 0.06666666666666667]",1.0,1.7,17,10,-1.4209241,-1.4337559
