id,question,ex_or_im,story_section,reference_answer1,reference_answer2,generated_answer,rouge1_a1,rouge2_a1,rougeL_a1,rougeLsum_a1,rouge1_a2,rouge2_a2,rougeL_a2,rougeLsum_a2,bleu_a1,precisions_a1,brevity_penalty_a1,length_ratio_a1,translation_length_a1,reference_length_a1,bleu_a2,precisions_a2,brevity_penalty_a2,length_ratio_a2,translation_length_a2,reference_length_a2,bleurt_score_a1,bleurt_score_a2
10,why did the farmer forget about the business he hoped to do with his pears ?,implicit,"when the bonze had begun to make his magic , the farmer , too , had mingled with the crowd . with neck outstretched and staring eyes he had stood there and had entirely forgotten the business he hoped to do with his pears . when the bonze had gone off he turned around to look after his cart . his pears had all disappeared . then he realized that the pears the bonze had divided had been his own . he looked more closely , and the axle of his cart had disappeared . it was plainly evident that it ha",he was interested in the bonze 's magic .,the farmer had mingled with the crowd .,1. why did the farmer forget about the business he hoped to do with his pears 2. why did the farmer forget about the business he hoped to do with his pears ? 3. why did the farmer forget about the business he hoped to do with his pears ? 4. why did the farmer forget about the business he hoped to do with his pears ?,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.11267605633802817,0.028985507246376812,0.11267605633802817,0.11267605633802817,0.02006229000081011,"[0.05555555555555555, 0.014084507042253521, 0.014285714285714285, 0.014492753623188406]",1.0,7.888888888888889,71,9,0.02640345851038281,"[0.08333333333333333, 0.028169014084507043, 0.014285714285714285, 0.014492753623188406]",1.0,8.875,71,8,-1.6060059,-1.7469301
11,what will happen because the jelly fish asked about the monkey's liver ?,implicit,"thus they went along , the jelly fish skimming through the waves with the monkey sitting on his back . when they were about half - way , the jelly fish , who knew very little of anatomy , began to wonder if the monkey had his liver with him or not ! "" mr . monkey , tell me , have you such a thing as a liver with you ? "" the monkey was very much surprised at this queer question , and asked what the jelly fish wanted with a liver . "" that is the most important thing of all , "" said the stupid jell",the monkey will become suspicious .,the monkey will get suspicious .,"1. what the monkey wanted with a liver 2. what the jellyfish wanted with a liver 3. the monkey was very much surprised at this queer question , and asked what the jellyfish wanted with a liver 4. the monkey was very much surprised at this queer question , and asked what the jellyfish wanted with a liver 5. the monkey was very much surprised at this queer question , and asked what the jellyfish wanted with a liver 6. the monkey was very much surprised at this queer question , and asked what the jellyfish wanted with a liver 7. the monkey was very much surprised at this queer question , and asked what the jellyfish wanted with a liver 8. the monkey was very much surprised at this queer question , and asked what the jellyfish wanted with a liver 9. the monkey was very much surprised at this queer question , and asked what the jellyfish wanted with a liver 10. the monkey was very much surprised at this queer question , and asked what the jellyfish wanted with a liver",0.022099447513812157,0.011173184357541898,0.022099447513812157,0.022099447513812157,0.022099447513812157,0.011173184357541898,0.022099447513812157,0.022099447513812157,0.008691580902446486,"[0.020512820512820513, 0.010309278350515464, 0.0051813471502590676, 0.005208333333333333]",1.0,32.333333333333336,194,6,0.008691580902446486,"[0.020512820512820513, 0.010309278350515464, 0.0051813471502590676, 0.005208333333333333]",1.0,32.333333333333336,194,6,-1.3380075,-1.378476
12,what will happen when the happy hunter tries to fish ?,implicit,"so the matter was settled by this talk , and the two brothers each started out to try the other 's occupation , little dreaming of all that would happen . it was very unwise of them , for the happy hunter knew nothing of fishing , and the skillful fisher , who was bad tempered , knew as much about hunting .",he wo n't catch any fish .,he wo nt catch any fish .,1. what will happen to the happy hunter 2. what will happen when the happy hunter tries to fish 3. what will happen when the happy hunter tries to fish 4. what will happen when the happy hunter tries to fish,0.04166666666666667,0.0,0.04166666666666667,0.04166666666666667,0.0425531914893617,0.0,0.0425531914893617,0.0425531914893617,0.02958403749882612,"[0.06521739130434782, 0.022222222222222223, 0.022727272727272728, 0.023255813953488372]",1.0,6.428571428571429,45,7,0.02958403749882612,"[0.06521739130434782, 0.022222222222222223, 0.022727272727272728, 0.023255813953488372]",1.0,6.428571428571429,45,7,-1.5666329,-1.5948184
13,how did the troll-folk feel because the schooner was banned on the shore ?,implicit,"the fiddler knew neither rest nor repose , and did not pass his cap , but played merrily on with his left hand , and beat time with his foot , until he was dripping with sweat , and the fiddle was hidden by the dust and smoke . when andrew noticed that his own feet began to twitch where he was standing , he thought to himself : "" now i had better shoot away , or else he will play me right off the ground ! "" so he turned his gun , thrust it through the window , and shot it off over the bride 's h",sad .,sad .,1. the troll-folk 2. the schooner 3. they wailed and crept into a hole in the hill 4. they wailed and crept into a hole in the hill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037776418604808376,"[0.06060606060606061, 0.03125, 0.03225806451612903, 0.03333333333333333]",1.0,16.0,32,2,0.037776418604808376,"[0.06060606060606061, 0.03125, 0.03225806451612903, 0.03333333333333333]",1.0,16.0,32,2,-1.5496328,-1.5496328
14,what will harold do after he receives the love-potion ?,implicit,"snorro saw that he was in earnest , so without a word he entered his dwelling , and in a few minutes returned with a small phial in his hand , which was full of a rosy liquid . "" pour the contents of this into the lady morna 's wine - cup , "" he said , "" and i warrant thee that before four - and - twenty hours have passed she will love thee better than thou lovest her now . "" then he waved his hand , as if to dismiss his visitor , and disappeared into his dwelling - place . earl harold made all ",he will return home .,give lady morna the love potion in her wine .,1. the lady morna 's wine - cup 2. the lady morna 's wine - cup 3. she will love thee better than thou lovest her now 4. earl harold made all speed back to the castle ; but it was not until one or two days had elapsed that he found a chance to pour the love - potion into the lady morna 's wine - cup .,0.05970149253731343,0.0,0.029850746268656716,0.029850746268656716,0.19444444444444445,0.0857142857142857,0.16666666666666666,0.16666666666666666,0.019508713982686388,"[0.05405405405405406, 0.0136986301369863, 0.013888888888888888, 0.014084507042253521]",1.0,14.6,73,5,0.03144521618151044,"[0.12162162162162163, 0.0410958904109589, 0.013888888888888888, 0.014084507042253521]",1.0,7.3,73,10,-1.5637633,-1.0632918
15,how did the three tailors feel after they saw the bannock ?,implicit,"now , it chanced that this house belonged to a tailor , and he and his two apprentices were sitting cross - legged on the top of a big table by the window , sewing away with all their might , while the tailor 's wife was sitting beside the fire carding lint . when the wee bannock came trundling across the floor , all three tailors got such a fright that they jumped down from the table and hid behind the master tailor 's wife . "" hoot , "" she said , "" what a set of cowards ye be ! it is but a nic",frightened .,frightened .,1. the house belonged to a tailor 2. the master tailor 's wife 3. they jumped down from the table and hid behind the master tailor 's wife 4. the three tailors got such a fright that they jumped down from the table and hid behind the master tailor 's wife,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021824907535865135,"[0.03571428571428571, 0.01818181818181818, 0.018518518518518517, 0.018867924528301886]",1.0,27.5,55,2,0.021824907535865135,"[0.03571428571428571, 0.01818181818181818, 0.018518518518518517, 0.018867924528301886]",1.0,27.5,55,2,-1.5560596,-1.5560596
16,how did ian feel after he realized he missed meeting the lady for the second time ?,implicit,"as soon as the lady had departed the fisher 's son awoke , and the dark lad told him of her visit , and how he would never see her as long as he lived . at this the fisher 's son felt the cold creeping up to his heart , yet he knew the fault had not been his that sleep had overtaken him . ' i will search the whole world through till i find her , ' cried he , and the dark lad laughed as he heard him . but the fisher 's son took no heed , and off he went , following the sun day after day , till hi",sad .,heart broken .,1. the lady had departed the fisher 's son 2. how he would never see her as long as he lived 3. the cold creeping up to his heart 4. he knew the fault had not been his that sleep had overtaken him,0.0,0.0,0.0,0.0,0.04444444444444444,0.0,0.04444444444444444,0.04444444444444444,0.02558174341959753,"[0.041666666666666664, 0.02127659574468085, 0.021739130434782608, 0.022222222222222223]",1.0,23.5,47,2,0.028310852916881273,"[0.0625, 0.02127659574468085, 0.021739130434782608, 0.022222222222222223]",1.0,15.666666666666666,47,3,-1.7028098,-1.5808941
17,why did the girl's father think the girl burned herself ?,implicit,""" what is your name ? "" asked the girl from underground . "" self is my name , "" said the woman . that seemed a curious name to the girl , and she once more began to pull the fire apart . then the woman grew angry and began to scold , and built it all up again . thus they went on for a good while ; but at last , while they were in the midst of their pulling apart and building up of the fire , the woman upset the tar - barrel on the girl from underground . then the latter screamed and ran away , c",the woman told the girl her name was self .,"because she shouted "" self burned me "" .",1. What is your name ? 2. What is your name ? 3. Why did the girl's father think the girl burned herself ? 4. Why did the girl's father think the girl burned herself ?,0.18604651162790695,0.04878048780487805,0.13953488372093023,0.13953488372093023,0.05,0.0,0.05,0.05,0.04713812444289911,"[0.14634146341463414, 0.05, 0.02564102564102564, 0.02631578947368421]",1.0,4.0,40,10,0.03333168744598931,"[0.07317073170731707, 0.025, 0.02564102564102564, 0.02631578947368421]",1.0,4.444444444444445,40,9,-1.215197,-1.4996759
18,why wasn't the goodwife able to catch the bannock ?,implicit,"but the wee bannock hopped round to the other side of the kirn , and the goodwife after it . and she was in such a hurry that she nearly upset the kirn ; and by the time that she had put it right again , the wee bannock was out at the door and half - way down the brae to the mill . the miller was sifting meal in the trough , but he straightened himselfup when he saw the little cake . "" it 's a sign of plenty when bannocks are running about with no one to look after them , "" he said ; "" but i lik",she had to fix the kirn .,she nearly upset the kirn .,"1. the wee bannock hopped round to the other side of the kirn , and the goodwife after it . 2. a night 's lodging . 3. the wee bannock hopped round to the other side of the kirn , and the goodwife after it . 4. the miller was sifting meal in the trough .",0.10714285714285712,0.03703703703703703,0.10714285714285712,0.10714285714285712,0.07272727272727272,0.037735849056603765,0.07272727272727272,0.07272727272727272,0.029892327198149576,"[0.08196721311475409, 0.03333333333333333, 0.01694915254237288, 0.017241379310344827]",1.0,8.571428571428571,60,7,0.02827041762122738,"[0.06557377049180328, 0.03333333333333333, 0.01694915254237288, 0.017241379310344827]",1.0,10.0,60,6,-1.5826471,-1.7401471
19,how will the man feel about the demons removing his wen ?,implicit,"many , many years ago there lived a good old man who had a wen like a tennis - ball growing out of his right cheek . this lump was a great disfigurement to the old man , and so annoyed him that for many years he spent all his time and money in trying to get rid of it . he tried everything he could think of . he consulted many doctors far and near , and took all kinds of medicines both internally and externally . but it was all of no use . the lump only grew bigger and bigger till it was nearly a",excited .,happy .,"1. a good old man who had a wen like a tennis - ball growing out of his right cheek 2. he spent all his time and money in trying to get rid of it 3. he consulted many doctors far and near , and took all kinds of medicines both internally and externally 4. he gave up all hopes of ever losing it , and resigned himself to the thought of having to carry the lump on his face all his life",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013749207727756516,"[0.022727272727272728, 0.011494252873563218, 0.011627906976744186, 0.011764705882352941]",1.0,43.5,87,2,0.013749207727756516,"[0.022727272727272728, 0.011494252873563218, 0.011627906976744186, 0.011764705882352941]",1.0,43.5,87,2,-2.0516477,-1.8593764
20,why didn't maie tell her husband she wanted a fairy cow ?,implicit,"' what would you do with a cow ? ' asked matte . ' she could not swim so far , and our boat is not large enough to bring her over here ; and even if we had her , we have nothing to feed her on . ' ' we have four alder bushes and sixteen tufts of grass , ' rejoined maie . ' yes , of course , ' laughed matte , ' and we have also three plants of garlic . garlic would be fine feeding for her . ' ' every cow likes salt herring , ' rejoined his wife . ' even prince is fond of fish . ' ' that may be , ",her husband already told her that they could n't have a cow .,she knew he would tell her they did not exist .,maie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.16664614247128e-06,"[0.5, 1.0, 1.0, 1.0]",6.14421235332821e-06,0.07692307692307693,1,13,3.817663819004394e-05,"[0.5, 1.0, 1.0, 1.0]",4.5399929762484854e-05,0.09090909090909091,1,11,-1.7788701,-1.6008052
21,how did the bride and groom treat the other guests at the party ?,implicit,"once upon a time there was a big wedding at a certain farmstead , and a certain cottager was on his way to the wedding - feast . as he chanced to cross a field , he found a milk - strainer , such as are usually made of cows ' tails , and looking just like an old brown rag . he picked it up , for he thought it could be washed , and then he would give it to his wife for a dish - rag . but when he came to the house where they were celebrating the wedding , it seemed as though no one saw him . the b",kindly .,"nodded to the rest of the guests , they spoke to them and poured for them .",1. how did the bride and groom treat the other guests at the party 2. how did the bride and groom treat the other guests at the party ? 3. how did the bride and groom treat the other guests at the party ? 4. how did the bride and groom treat the other guests at the party ?,0.0,0.0,0.0,0.0,0.11267605633802816,0.0,0.11267605633802816,0.11267605633802816,0.01903035925309475,"[0.03125, 0.015873015873015872, 0.016129032258064516, 0.01639344262295082]",1.0,31.5,63,2,0.02504536127014801,"[0.09375, 0.015873015873015872, 0.016129032258064516, 0.01639344262295082]",1.0,3.7058823529411766,63,17,-1.8381354,-1.506824
22,what did the widowed mistress need to do to keep her son ?,implicit,""" ye promised me what i liked to ask , and i have asked your son ; and your son i will have , "" she replied , "" so it is useless making such a din about it . but one thing i may tell you , for i know well that the knowledge will not help you . by the laws of fairy - land , i can not take the bairn till the third day after this , and if by that time you have found out my name i can not take him even then . but ye will not be able to find it out , of that i am certain . so i will call back for the",find out the old woman 's name .,find out the fairy 's name .,1. what i liked to ask 2. what i will have 3. i will call back for the boy in three days 4. she went for a walk in the fir wood behind the house,0.04761904761904761,0.0,0.04761904761904761,0.04761904761904761,0.048780487804878044,0.0,0.048780487804878044,0.048780487804878044,0.03419816740540655,"[0.075, 0.02564102564102564, 0.02631578947368421, 0.02702702702702703]",1.0,4.875,39,8,0.03419816740540655,"[0.075, 0.02564102564102564, 0.02631578947368421, 0.02702702702702703]",1.0,5.571428571428571,39,7,-1.2116559,-1.3481045
23,how did the dragon king and ryn jin treat each other ?,implicit,""" are you indeed ryn jin , the king of the sea , of whom i have so often heard ? "" answered the happy hunter , saluting his host most ceremoniously . "" i must apologize for all the trouble i am giving you by my unexpected visit . "" and he bowed again , and thanked the sea king . "" you need not thank me , "" said ryn jin . "" it is i who must thank you for coming . although the sea palace is a poor place , as you see , i shall be highly honored if you will make us a long visit . """,graciously .,respectfuly .,1. how did the dragon king and ryn jin treat each other 2. how did the dragon king and ryn jin treat each other ? 3. how did the dragon king and ryn jin treat each other ? 4. how did the dragon king and ryn jin treat each other ?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021824907535865135,"[0.03571428571428571, 0.01818181818181818, 0.018518518518518517, 0.018867924528301886]",1.0,27.5,55,2,0.021824907535865135,"[0.03571428571428571, 0.01818181818181818, 0.018518518518518517, 0.018867924528301886]",1.0,27.5,55,2,-1.8332922,-1.8881271
24,why did matte sit up at midnight ?,implicit,"about midnight the fisherman sat up , and said to his wife : ' dost thou hear anything ? ' ' no , ' said she . ' i think the twirling of the weathercock on the roof bodes ill , ' said he ; ' we shall have a storm . ' ' oh , it is nothing but your fancy , ' said his wife . matte lay down , but soon rose again . ' the weathercock is squeaking now , ' said he . ' just fancy ! go to sleep , ' said his wife ; and the old man tried to . for the third time he jumped out of bed . ' ho ! how the weather ",he heard the weathercocks .,he can hear the sounds of a storm .,1. how the weathercock is roaring at the pitch of its voice 2. how the weathercock is roaring at the pitch of its voice 3. how the weathercock is roaring at the pitch of its voice 4. how the weathercock is roaring at the pitch of its voice,0.038461538461538464,0.0,0.038461538461538464,0.038461538461538464,0.07142857142857142,0.0,0.07142857142857142,0.07142857142857142,0.025560860212461137,"[0.05660377358490566, 0.019230769230769232, 0.0196078431372549, 0.02]",1.0,10.4,52,5,0.027466931815855442,"[0.07547169811320754, 0.019230769230769232, 0.0196078431372549, 0.02]",1.0,5.777777777777778,52,9,-1.4486781,-1.316715
